sentiment_analysis,developer
2,Digital Extremes
2,South East Games
2,South East Games
2,South East Games
0,"Deep Silver Volition,High Voltage Software"
2,Alan Edwardes
2,Alan Edwardes
2,Alan Edwardes
2,Alan Edwardes
2,Frictional Games
2,Frictional Games
2,Frictional Games
2,Alexander Bruce
2,Alexander Bruce
0,Valve
2,Valve
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,kChamp Games
2,kChamp Games
2,kChamp Games
2,kChamp Games
2,kChamp Games
2,kChamp Games
2,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
0,Valve
0,Valve
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
2,Pocketwatch Games
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Suspicious Developments
2,Suspicious Developments
2,Suspicious Developments
0,Team Psykskallar
0,Team Psykskallar
0,Team Psykskallar
2,tobyfox
2,tobyfox
2,Double Fine Productions
2,Double Fine Productions
2,Double Fine Productions
0,Microsoft Game Studios
2,Introversion Software
2,Introversion Software
2,Shining Rock Software LLC
2,Shining Rock Software LLC
2,Shining Rock Software LLC
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
2,Muse Games
2,Muse Games
2,Muse Games
2,Muse Games
0,Treyarch
2,Hi-Rez Studios
2,Hi-Rez Studios
2,"Elias Viglione,Jussi Kukkonen"
2,"Elias Viglione,Jussi Kukkonen"
2,"Elias Viglione,Jussi Kukkonen"
2,"Elias Viglione,Jussi Kukkonen"
2,"Elias Viglione,Jussi Kukkonen"
2,Valve
2,Valve
0,"Nicalis, Inc."
2,"TT Games Ltd,Feral Interactive (Mac)"
2,"TT Games Ltd,Feral Interactive (Mac)"
2,Valve
2,Valve
0,Trashmasters
2,Bethesda Game Studios
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
0,Smartly Dressed Games
2,Valve
0,ProjectorGames
0,ProjectorGames
0,ProjectorGames
0,ProjectorGames
0,ProjectorGames
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
2,Subset Games
2,Subset Games
2,Subset Games
2,New World Interactive
2,New World Interactive
2,New World Interactive
2,Fatshark
2,Fatshark
2,"2K Boston,2K Australia"
2,"2K Boston,2K Australia"
0,Handyman Studios
0,Handyman Studios
0,Handyman Studios
0,Handyman Studios
0,Fabio Ferrara
0,Fabio Ferrara
0,Fabio Ferrara
2,Deep Silver Volition
2,Deep Silver Volition
0,Chucklefish
0,Chucklefish
0,Chucklefish
0,Chucklefish
0,Chucklefish
0,Valve
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,XLGAMES
2,XLGAMES
2,XLGAMES
2,Deep Silver Volition
2,Deep Silver Volition
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,Bankroll Studios
2,Bankroll Studios
2,Bankroll Studios
2,Bankroll Studios
2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Klei Entertainment
2,Klei Entertainment
2,Klei Entertainment
2,Creative Assembly
2,MiniBoss
2,MiniBoss
2,MiniBoss
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Techland
2,Techland
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Valve
2,Valve
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Galactic Cafe
2,Galactic Cafe
2,Valve
2,Lab Zero Games
2,Lab Zero Games
2,Ion Storm
2,id Software
0,Capcom
0,Capcom
2,Valve
2,Campo Santo
2,Campo Santo
2,Holotech Studios
2,Holotech Studios
2,Valve
2,Valve
0,Telltale Games
2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2,ConcernedApe
2,ConcernedApe
2,ConcernedApe
2,Massive Entertainment
2,Massive Entertainment
2,Massive Entertainment
2,TaleWorlds Entertainment
2,TaleWorlds Entertainment
2,Valve
0,Valve
2,Valve
0,Bloober Team SA
0,Bloober Team SA
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,No data available
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Paradox Development Studio
2,Paradox Development Studio
2,Valve
2,Valve
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,"Expansive Worlds,Avalanche Studios"
2,MoeNovel
2,MoeNovel
2,MoeNovel
2,Valve
2,Valve
2,Reakktor Studios
2,Reakktor Studios
2,Reakktor Studios
2,Valve
2,Valve
0,Valve
0,Valve
2,"WayForward,Abstraction Games"
2,"WayForward,Abstraction Games"
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Zachtronics
2,Zachtronics
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Facepunch Studios
2,Facepunch Studios
2,Marxnet
2,Marxnet
2,Marxnet
2,Marxnet
2,Marxnet
2,Marxnet
2,Big Corporation
2,Big Corporation
2,Big Corporation
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Coffee Stain Studios
0,Coffee Stain Studios
0,Coffee Stain Studios
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Valve
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
0,Blue Mammoth Games
0,Blue Mammoth Games
0,Blue Mammoth Games
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Hello Games
2,Hello Games
0,Avalanche Studios
0,Avalanche Studios
2,Valve
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Valve
2,Valve
0,Valve
0,Valve
2,Facepunch Studios
2,Facepunch Studios
2,"Tomi Maarela,Elias Viglione"
2,"Tomi Maarela,Elias Viglione"
2,Digital Extremes
2,Digital Extremes
2,Tripwire Interactive
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,Valve
2,Treyarch
2,Treyarch
2,2Play
2,2Play
2,2Play
2,2Play
0,Valve
0,Valve
2,Valve
2,Valve
0,Carlsen Games
0,Carlsen Games
2,Gearbox Software
2,Krome Studios
2,Krome Studios
2,Krome Studios
0,Valve
2,Obsidian Entertainment
2,Obsidian Entertainment
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2,Valve
2,Valve
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,The Indie Stone
2,CD PROJEKT RED
2,Valve
2,Valve
2,Valve
2,Volition
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Red Barrels
2,Red Barrels
2,Red Barrels
2,Positech Games
2,Positech Games
2,Positech Games
2,Creative Assembly
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Valve
2,Valve
2,Valve
2,Two Tribes
2,Two Tribes
2,Two Tribes
2,Microblast Games
2,Microblast Games
2,Microblast Games
2,Valve
2,Valve
2,"FromSoftware, Inc"
2,"FromSoftware, Inc"
2,Matt Roszak
2,Matt Roszak
2,Valve
2,Valve
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Avalanche Studios
2,Avalanche Studios
2,tobyfox
2,tobyfox
2,tobyfox
2,tobyfox
2,Valve
0,Valve
2,New World Interactive
2,New World Interactive
2,New World Interactive
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,OVERKILL - a Starbreeze Studio.
2,OVERKILL - a Starbreeze Studio.
0,Valve
0,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Valve
2,TaleWorlds Entertainment
2,TaleWorlds Entertainment
2,"Jurlo,JetPackGone"
2,"Jurlo,JetPackGone"
2,Valve
2,"Rocksteady Studios,Feral Interactive (Mac)"
2,"Rocksteady Studios,Feral Interactive (Mac)"
0,Daybreak Game Company
0,Daybreak Game Company
0,Daybreak Game Company
2,Liar-soft
2,Valve
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,The Behemoth
2,Ensemble Studios
2,Ensemble Studios
2,Remedy Entertainment
2,No More Room in Hell Team
2,No More Room in Hell Team
2,No More Room in Hell Team
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Humble Hearts LLC
2,Valve
2,Valve
2,Valve
2,Flyleap Studios Pty. Ltd.
2,Flyleap Studios Pty. Ltd.
2,Flyleap Studios Pty. Ltd.
2,Flyleap Studios Pty. Ltd.
0,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Treyarch
2,Treyarch
2,@unepic_fran
2,@unepic_fran
2,@unepic_fran
2,Valve
2,Valve
2,Valve
2,Ubisoft Montreal
0,"Codemasters,Feral Interactive (Linux)"
0,"Codemasters,Feral Interactive (Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Terry Cavanagh
2,Terry Cavanagh
2,Valve
2,Rockstar Studios
2,Ragequit Corporation
2,Ragequit Corporation
2,Hardsuit Labs
2,Hardsuit Labs
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
2,Reto-Moto
0,Valve
0,Positech Games
0,Positech Games
0,Positech Games
2,Michael Zahniser
2,Michael Zahniser
2,Michael Zahniser
2,Michael Zahniser
2,Michael Zahniser
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
2,Tripwire Interactive
2,Telltale Games
2,Valve
2,Valve
2,Hardsuit Labs
2,Hardsuit Labs
2,Holotech Studios
2,Holotech Studios
2,Pandemic Studios
2,Torn Banner Studios
2,Torn Banner Studios
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
0,"Jagex,Artplant"
0,"Jagex,Artplant"
0,"Jagex,Artplant"
0,"Jagex,Artplant"
2,Introversion Software
2,Introversion Software
2,Introversion Software
0,Valve
0,Valve
2,Valve
2,Valve
2,Synergy Team
2,Synergy Team
2,"Volition,Reactor Zero,THQ Nordic"
0,Fistful of Frags Team
0,Fistful of Frags Team
0,Fistful of Frags Team
0,Telltale Games
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,"M2H,Blackmill Games"
2,Valve
2,Valve
2,Valve
2,SCS Software
2,SCS Software
2,Valve
2,Valve
2,Valve
2,Michaela Laws
2,Michaela Laws
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,Digital Extremes
0,Digital Extremes
2,Valve
2,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
0,Treyarch
2,Eko Software
2,Eko Software
2,Eko Software
2,Valve
2,Valve
2,Firemint
2,Firemint
2,Valve
0,Re-Logic
0,Re-Logic
0,Re-Logic
0,Re-Logic
2,Valve
2,BioWare
2,Digital Extremes
2,Digital Extremes
2,Facepunch Studios
2,Facepunch Studios
2,Flying Wild Hog
2,Flying Wild Hog
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Red Barrels
2,Red Barrels
2,Red Barrels
2,Valve
2,Valve
0,Nexon
0,Nexon
0,Nexon
0,Nexon
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Valve
0,Valve
0,Valve
2,Kukouri
2,Kukouri
2,Kukouri
2,Spiderling Studios
2,Spiderling Studios
2,Spiderling Studios
2,Valve
2,Valve
2,Old School Games
0,Jagex Limited
0,Jagex Limited
2,Valve
2,Valve
2,Digital Confectioners
2,Digital Confectioners
2,Turtle Rock Studios
2,Turtle Rock Studios
2,Valve
2,Valve
2,tobyfox
2,tobyfox
0,Hello Games
0,Hello Games
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
0,1C: Maddox Games
2,Valve
2,3909
2,3909
0,Valve
0,Valve
0,Reflect Studios
0,Reflect Studios
2,Valve
2,Frictional Games
2,Frictional Games
2,Frictional Games
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Terry Cavanagh
2,Terry Cavanagh
2,2DEngine.com
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
0,No More Room in Hell Team
0,No More Room in Hell Team
0,No More Room in Hell Team
2,Valve
0,Valve
2,Valve
2,Valve
2,Arkane Studios
2,Arkane Studios
2,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
2,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
2,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
2,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
2,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
2,Cavedog Entertainment
2,Young Horses
2,Young Horses
2,Young Horses
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Daybreak Game Company
0,Daybreak Game Company
0,Daybreak Game Company
0,"SkyBox Labs,Big Huge Games"
0,"SkyBox Labs,Big Huge Games"
2,Valve
0,Creative Assembly
0,ConcernedApe
0,ConcernedApe
0,ConcernedApe
0,"Firaxis Games,Aspyr (Mac, Linux)"
0,"The Creative Assembly,Feral Interactive (Mac)"
2,Valve
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Rebellion
2,Telltale Games
2,Valve
2,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Jagex Limited
2,Jagex Limited
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Hi-Rez Studios
2,Hi-Rez Studios
2,Valve
2,Valve
2,"Infinity Ward,Aspyr (Mac)"
2,"Sledgehammer Games,Raven Software"
2,Facepunch Studios
2,Facepunch Studios
0,Bethesda Game Studios
2,Rockstar North
2,Rockstar North
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
0,SCS Software
0,SCS Software
2,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Valve
2,Valve
2,Core Design
2,Core Design
2,Valve
2,Kerberos Productions Inc.
2,Kerberos Productions Inc.
2,Kerberos Productions Inc.
2,Kerberos Productions Inc.
0,"FromSoftware, Inc"
0,"FromSoftware, Inc"
0,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,Telltale Games
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Ian Campbell
2,Ian Campbell
2,Hello There AB
2,Bethesda Game Studios
0,Valve
0,Valve
2,New World Interactive
2,New World Interactive
2,New World Interactive
2,Valve
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Valve
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Terry Cavanagh
2,Terry Cavanagh
0,Frictional Games
0,Frictional Games
0,Frictional Games
2,Valve
0,TB Games
0,TB Games
0,TB Games
0,TB Games
0,TB Games
0,TB Games
2,Supergiant Games
2,Supergiant Games
2,Supergiant Games
2,Valve
2,Valve
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Square Enix
2,TaleWorlds Entertainment
2,TaleWorlds Entertainment
2,Digital Extremes
2,Digital Extremes
2,Valve
2,Valve
2,id Software
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Zero Point Software
2,Zero Point Software
2,Zero Point Software
2,Zero Point Software
2,Zero Point Software
2,Messhof
2,Messhof
2,Messhof
2,Facepunch Studios
2,Facepunch Studios
0,Hello Games
0,Hello Games
2,Valve
2,Rockstar Games
0,Treyarch
0,Treyarch
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
0,Phosphor Games Studio
2,Valve
2,Infinity Ward
0,Valve
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
0,Kyle Seeley
2,tobyfox
2,tobyfox
2,MinMax Games Ltd.
2,MinMax Games Ltd.
2,MinMax Games Ltd.
2,MinMax Games Ltd.
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
2,South East Games
2,South East Games
2,South East Games
2,Valve
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Edge of Reality
2,Edge of Reality
2,Edge of Reality
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,Chucklefish
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,Valve
0,Valve
2,Facepunch Studios
2,Facepunch Studios
2,Square Enix
2,Square Enix
0,Digital Extremes
0,Digital Extremes
2,Megadev
2,Megadev
2,Studio Bean
2,Studio Bean
2,Valve
2,Valve
2,Unknown Worlds Entertainment
2,Unknown Worlds Entertainment
2,Unknown Worlds Entertainment
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Carbine Studios
2,Carbine Studios
2,Carbine Studios
2,Team Reptile
2,Team Reptile
2,Team Reptile
2,Arkane Studios
2,Arkane Studios
2,Cryptic Studios
2,Cryptic Studios
2,Cryptic Studios
2,Valve
2,Valve
0,Alexander Bruce
0,Alexander Bruce
2,Supergiant Games
2,Supergiant Games
2,Supergiant Games
2,Machine Games
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,"Monochrome, Inc"
2,Paradox Development Studio
2,Paradox Development Studio
2,Fatshark
2,Fatshark
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Valve
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
0,Valve
0,Valve
2,New World Interactive
2,New World Interactive
2,New World Interactive
2,Moppin
2,Moppin
2,Moppin
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,DoubleDutch Games
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Alientrap
2,Alientrap
2,Alientrap
2,Alientrap
0,"Masangsoft, Inc."
0,"Masangsoft, Inc."
0,"Masangsoft, Inc."
0,Terry Cavanagh
0,Terry Cavanagh
2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2,Daedalic Entertainment
2,Daedalic Entertainment
2,Valve
2,Defiant Development
2,Defiant Development
2,Defiant Development
2,Scott Cawthon
2,Scott Cawthon
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
0,id Software
0,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2,Valve
2,Valve
0,Digital Extremes
0,Digital Extremes
0,Freejam
0,Freejam
0,Freejam
0,Freejam
0,Freejam
0,Freejam
2,Grey Havens
2,Grey Havens
2,Grey Havens
2,Grey Havens
2,Grey Havens
2,Grey Havens
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,Kyle Seeley
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,Valve
2,Valve
2,DICE
2,Valve
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2,Valve
0,Digital Extremes
0,Digital Extremes
0,Paradox Development Studio
0,Paradox Development Studio
0,Paradox Development Studio
0,Edge of Reality
0,Edge of Reality
0,Edge of Reality
2,Valve
2,Valve
2,Tomorrow Corporation
2,Tomorrow Corporation
2,Tomorrow Corporation
2,2K Marin
2,"Lamina Studios,Mike Studios"
2,"Lamina Studios,Mike Studios"
2,"Lamina Studios,Mike Studios"
2,"Lamina Studios,Mike Studios"
2,Two Tribes
2,Two Tribes
0,Little Green Men Games
0,Little Green Men Games
0,Little Green Men Games
2,Obsidian Entertainment
2,Obsidian Entertainment
2,tobyfox
2,tobyfox
2,John Cullen
2,John Cullen
2,Daybreak Game Company
2,Daybreak Game Company
2,Daybreak Game Company
2,id Software
2,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,Facepunch Studios
2,"Nicalis, Inc."
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
0,Valve
0,Valve
0,Facepunch Studios
0,Facepunch Studios
0,Scott Cawthon
0,Scott Cawthon
0,Valve
0,Valve
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
0,Bohemia Interactive
2,Handyman Studios
2,Handyman Studios
2,Handyman Studios
2,Handyman Studios
2,Valve
2,Valve
2,Capcom
0,Valve
0,Klei Entertainment
0,Klei Entertainment
0,Klei Entertainment
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
0,Facepunch Studios
2,Valve
2,Digital Extremes
2,Digital Extremes
2,Valve
2,Valve
2,Valve
2,Valve
2,Digital Extremes
2,Digital Extremes
2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2,Facepunch Studios
2,Facepunch Studios
2,Valve
2,Valve
2,Codename Entertainment Inc.
2,Codename Entertainment Inc.
2,Codename Entertainment Inc.
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,FromSoftware
2,FromSoftware
2,Valve
2,Valve
0,Digital Extremes
0,Digital Extremes
0,Zombie Panic Team
0,Zombie Panic Team
0,Zombie Panic Team
2,Valve
2,Torn Banner Studios
2,Torn Banner Studios
2,"WB Games Montreal,Splash Damage"
2,"WB Games Montreal,Splash Damage"
2,Starbreeze Studios AB
2,Starbreeze Studios AB
2,Starbreeze Studios AB
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Coffee Stain Studios
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Valve
2,Valve
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
0,Valve
2,"Monolith Productions, Inc."
2,"Monolith Productions, Inc."
0,Valve
0,Valve
2,Valve
2,"Firaxis Games,Aspyr (Mac, Linux)"
2,"Eidos-Montréal,Feral Interactive (Mac)"
2,"Eidos-Montréal,Feral Interactive (Mac)"
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Smartly Dressed Games
2,Digital Extremes
2,Digital Extremes
2,Valve
2,Valve
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Robot Entertainment
2,Robot Entertainment
2,Robot Entertainment
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
0,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2,"Virtual Basement LLC,Code Headquarters LLC"
2,"Virtual Basement LLC,Code Headquarters LLC"
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,"Psyonix, Inc."
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Bohemia Interactive
2,Creative Assembly
2,RobTop Games
2,RobTop Games
2,Valve
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,"Jagex,Artplant"
2,Fireproof Games
2,Fireproof Games
2,Vlambeer
2,Vlambeer
2,Vlambeer
2,Valve
2,Valve
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Freejam
2,Valve
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Trion Worlds
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,Re-Logic
2,"WB Games Montreal,Splash Damage"
2,"WB Games Montreal,Splash Damage"
0,"Jundroo, LLC"
